Regiao,Percentual_total,Regiao1,Percentual,Estado,IDH,Estado2,Internacoes_doencas_hidricas,Tipo_internacao,Observacoes,Estado3,Rendimento,Estado4,IN055_Atendimento_Agua,IN022_Consumo_Medio,Perdas_Distribuicao,IN051_Perdas_Ligacao,IN056_Atendimento_Esgoto,IN016_Tratamento_Esgoto,Proporcao_Esgoto_Tratado,Regiao5,Ano,valor_prod
Regiao Norte,56.45,Região Norte,24.41,Ceará,0.735,Maranhão,30044.000,casos,Altos índices de poluição hídrica em áreas rurais devido ao saneamento precário e lançamento de resíduos em rios locais.,Rio Grande do Norte,1616.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Nordeste,2020,9486.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Piauí,0.713,Piauí,29.640,taxa_por_10mil,Problemas de poluição hídrica em comunidades rurais devido à falta de tratamento de esgoto.,Sergipe,1473.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Sudeste,2020,23022.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Rio Grande do Norte,0.738,Ceará,17.090,taxa_por_10mil,Poluição de rios urbanos por despejo de efluentes industriais e domésticos sem tratamento adequado.,Pernambuco,1453.00,Sergipe,91.62,109.30,34.71,82.47,38.14,38.14,"",Sul,2020,9868.00
Regiao Sul,86.89,Região Sul,63.73,Paraíba,0.735,Rio Grande do Norte,10.080,taxa_por_10mil,Problemas de poluição hídrica em áreas urbanas devido ao crescimento desordenado e falta de infraestrutura de saneamento.,Paraíba,1401.00,Alagoas,77.21,101.69,19.61,68.99,14.75,14.75,"",Centro-Oeste,2020,4601.00
Regiao Centro-Oeste,85.65,Região Centro-Oeste,54.27,Pernambuco,0.727,Paraíba,14.500,taxa_por_10mil,Poluição de corpos dagua por resíduos sólidos e esgoto não tratado em áreas urbanas.,Bahia,1366.00,Pernambuco,86.65,111.88,34.20,30.45,30.10,30.10,"",Brasil,2020,48954.00
Regiao Norte,56.45,Região Norte,24.41,Alagoas,0.683,Pernambuco,10.150,taxa_por_10mil,"Desafios significativos na gestão de resíduos líquidos, afetando tanto áreas urbanas quanto rurais.",Piauí,1350.00,Paraíba,76.99,106.67,40.02,79.39,38.66,38.66,"",Norte,2020,19177.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Sergipe,0.702,Alagoas,14.750,taxa_por_10mil,Poluição hídrica em comunidades rurais devido ao descarte inadequado de resíduos e falta de saneamento.,Ceará,1320.00,Rio Grande do Norte,79.69,120.07,30.15,81.73,29.78,29.78,"",Nordeste,2020,9486.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Bahia,0.714,Sergipe,12.310,taxa_por_10mil,Problemas de poluição de rios e lagos por esgoto doméstico e industrial sem tratamento.,Alagoas,1110.00,Ceará,70.30,128.87,29.58,87.04,36.57,36.57,"",Sudeste,2020,23022.00
Regiao Sul,86.89,Região Sul,63.73,Maranhão,0.687,Bahia,15.720,taxa_por_10mil,Poluição hídrica em áreas urbanas e rurais devido ao lançamento de efluentes sem tratamento adequado.,Maranhão,1077.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Sul,2020,9868.00
Regiao Norte,56.45,Região Norte,24.41,Ceará,0.735,Maranhão,30044.000,casos,Altos índices de poluição hídrica em áreas rurais devido ao saneamento precário e lançamento de resíduos em rios locais.,Rio Grande do Norte,1616.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Sudeste,2020,23022.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Piauí,0.713,Piauí,29.640,taxa_por_10mil,Problemas de poluição hídrica em comunidades rurais devido à falta de tratamento de esgoto.,Sergipe,1473.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Sul,2020,9868.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Rio Grande do Norte,0.738,Ceará,17.090,taxa_por_10mil,Poluição de rios urbanos por despejo de efluentes industriais e domésticos sem tratamento adequado.,Pernambuco,1453.00,Sergipe,91.62,109.30,34.71,82.47,38.14,38.14,"",Centro-Oeste,2020,4601.00
Regiao Sul,86.89,Região Sul,63.73,Paraíba,0.735,Rio Grande do Norte,10.080,taxa_por_10mil,Problemas de poluição hídrica em áreas urbanas devido ao crescimento desordenado e falta de infraestrutura de saneamento.,Paraíba,1401.00,Alagoas,77.21,101.69,19.61,68.99,14.75,14.75,"",Brasil,2020,48954.00
Regiao Centro-Oeste,85.65,Região Centro-Oeste,54.27,Pernambuco,0.727,Paraíba,14.500,taxa_por_10mil,Poluição de corpos dagua por resíduos sólidos e esgoto não tratado em áreas urbanas.,Bahia,1366.00,Pernambuco,86.65,111.88,34.20,30.45,30.10,30.10,"",Norte,2020,19177.00
Regiao Norte,56.45,Região Norte,24.41,Alagoas,0.683,Pernambuco,10.150,taxa_por_10mil,"Desafios significativos na gestão de resíduos líquidos, afetando tanto áreas urbanas quanto rurais.",Piauí,1350.00,Paraíba,76.99,106.67,40.02,79.39,38.66,38.66,"",Nordeste,2020,9486.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Sergipe,0.702,Alagoas,14.750,taxa_por_10mil,Poluição hídrica em comunidades rurais devido ao descarte inadequado de resíduos e falta de saneamento.,Ceará,1320.00,Rio Grande do Norte,79.69,120.07,30.15,81.73,29.78,29.78,"",Sudeste,2020,23022.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Bahia,0.714,Sergipe,12.310,taxa_por_10mil,Problemas de poluição de rios e lagos por esgoto doméstico e industrial sem tratamento.,Alagoas,1110.00,Ceará,70.30,128.87,29.58,87.04,36.57,36.57,"",Sul,2020,9868.00
Regiao Sul,86.89,Região Sul,63.73,Maranhão,0.687,Bahia,15.720,taxa_por_10mil,Poluição hídrica em áreas urbanas e rurais devido ao lançamento de efluentes sem tratamento adequado.,Maranhão,1077.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Centro-Oeste,2020,4601.00
Regiao Norte,56.45,Região Norte,24.41,Ceará,0.735,Maranhão,30044.000,casos,Altos índices de poluição hídrica em áreas rurais devido ao saneamento precário e lançamento de resíduos em rios locais.,Rio Grande do Norte,1616.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Sul,2020,9868.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Piauí,0.713,Piauí,29.640,taxa_por_10mil,Problemas de poluição hídrica em comunidades rurais devido à falta de tratamento de esgoto.,Sergipe,1473.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Centro-Oeste,2020,4601.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Rio Grande do Norte,0.738,Ceará,17.090,taxa_por_10mil,Poluição de rios urbanos por despejo de efluentes industriais e domésticos sem tratamento adequado.,Pernambuco,1453.00,Sergipe,91.62,109.30,34.71,82.47,38.14,38.14,"",Brasil,2020,48954.00
Regiao Sul,86.89,Região Sul,63.73,Paraíba,0.735,Rio Grande do Norte,10.080,taxa_por_10mil,Problemas de poluição hídrica em áreas urbanas devido ao crescimento desordenado e falta de infraestrutura de saneamento.,Paraíba,1401.00,Alagoas,77.21,101.69,19.61,68.99,14.75,14.75,"",Norte,2020,19177.00
Regiao Centro-Oeste,85.65,Região Centro-Oeste,54.27,Pernambuco,0.727,Paraíba,14.500,taxa_por_10mil,Poluição de corpos dagua por resíduos sólidos e esgoto não tratado em áreas urbanas.,Bahia,1366.00,Pernambuco,86.65,111.88,34.20,30.45,30.10,30.10,"",Nordeste,2020,9486.00
Regiao Norte,56.45,Região Norte,24.41,Alagoas,0.683,Pernambuco,10.150,taxa_por_10mil,"Desafios significativos na gestão de resíduos líquidos, afetando tanto áreas urbanas quanto rurais.",Piauí,1350.00,Paraíba,76.99,106.67,40.02,79.39,38.66,38.66,"",Sudeste,2020,23022.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Sergipe,0.702,Alagoas,14.750,taxa_por_10mil,Poluição hídrica em comunidades rurais devido ao descarte inadequado de resíduos e falta de saneamento.,Ceará,1320.00,Rio Grande do Norte,79.69,120.07,30.15,81.73,29.78,29.78,"",Sul,2020,9868.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Bahia,0.714,Sergipe,12.310,taxa_por_10mil,Problemas de poluição de rios e lagos por esgoto doméstico e industrial sem tratamento.,Alagoas,1110.00,Ceará,70.30,128.87,29.58,87.04,36.57,36.57,"",Centro-Oeste,2020,4601.00
Regiao Sul,86.89,Região Sul,63.73,Maranhão,0.687,Bahia,15.720,taxa_por_10mil,Poluição hídrica em áreas urbanas e rurais devido ao lançamento de efluentes sem tratamento adequado.,Maranhão,1077.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Brasil,2020,48954.00
Regiao Norte,56.45,Região Norte,24.41,Ceará,0.735,Maranhão,30044.000,casos,Altos índices de poluição hídrica em áreas rurais devido ao saneamento precário e lançamento de resíduos em rios locais.,Rio Grande do Norte,1616.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Centro-Oeste,2020,4601.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Piauí,0.713,Piauí,29.640,taxa_por_10mil,Problemas de poluição hídrica em comunidades rurais devido à falta de tratamento de esgoto.,Sergipe,1473.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Brasil,2020,48954.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Rio Grande do Norte,0.738,Ceará,17.090,taxa_por_10mil,Poluição de rios urbanos por despejo de efluentes industriais e domésticos sem tratamento adequado.,Pernambuco,1453.00,Sergipe,91.62,109.30,34.71,82.47,38.14,38.14,"",Norte,2020,19177.00
Regiao Sul,86.89,Região Sul,63.73,Paraíba,0.735,Rio Grande do Norte,10.080,taxa_por_10mil,Problemas de poluição hídrica em áreas urbanas devido ao crescimento desordenado e falta de infraestrutura de saneamento.,Paraíba,1401.00,Alagoas,77.21,101.69,19.61,68.99,14.75,14.75,"",Nordeste,2020,9486.00
Regiao Centro-Oeste,85.65,Região Centro-Oeste,54.27,Pernambuco,0.727,Paraíba,14.500,taxa_por_10mil,Poluição de corpos dagua por resíduos sólidos e esgoto não tratado em áreas urbanas.,Bahia,1366.00,Pernambuco,86.65,111.88,34.20,30.45,30.10,30.10,"",Sudeste,2020,23022.00
Regiao Norte,56.45,Região Norte,24.41,Alagoas,0.683,Pernambuco,10.150,taxa_por_10mil,"Desafios significativos na gestão de resíduos líquidos, afetando tanto áreas urbanas quanto rurais.",Piauí,1350.00,Paraíba,76.99,106.67,40.02,79.39,38.66,38.66,"",Sul,2020,9868.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Sergipe,0.702,Alagoas,14.750,taxa_por_10mil,Poluição hídrica em comunidades rurais devido ao descarte inadequado de resíduos e falta de saneamento.,Ceará,1320.00,Rio Grande do Norte,79.69,120.07,30.15,81.73,29.78,29.78,"",Centro-Oeste,2020,4601.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Bahia,0.714,Sergipe,12.310,taxa_por_10mil,Problemas de poluição de rios e lagos por esgoto doméstico e industrial sem tratamento.,Alagoas,1110.00,Ceará,70.30,128.87,29.58,87.04,36.57,36.57,"",Brasil,2020,48954.00
Regiao Sul,86.89,Região Sul,63.73,Maranhão,0.687,Bahia,15.720,taxa_por_10mil,Poluição hídrica em áreas urbanas e rurais devido ao lançamento de efluentes sem tratamento adequado.,Maranhão,1077.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Norte,2020,19177.00
Regiao Norte,56.45,Região Norte,24.41,Ceará,0.735,Maranhão,30044.000,casos,Altos índices de poluição hídrica em áreas rurais devido ao saneamento precário e lançamento de resíduos em rios locais.,Sergipe,1473.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Brasil,2020,48954.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Piauí,0.713,Piauí,29.640,taxa_por_10mil,Problemas de poluição hídrica em comunidades rurais devido à falta de tratamento de esgoto.,Pernambuco,1453.00,Sergipe,91.62,109.30,34.71,82.47,38.14,38.14,"",Norte,2020,19177.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Rio Grande do Norte,0.738,Ceará,17.090,taxa_por_10mil,Poluição de rios urbanos por despejo de efluentes industriais e domésticos sem tratamento adequado.,Paraíba,1401.00,Alagoas,77.21,101.69,19.61,68.99,14.75,14.75,"",Nordeste,2020,9486.00
Regiao Sul,86.89,Região Sul,63.73,Paraíba,0.735,Rio Grande do Norte,10.080,taxa_por_10mil,Problemas de poluição hídrica em áreas urbanas devido ao crescimento desordenado e falta de infraestrutura de saneamento.,Bahia,1366.00,Pernambuco,86.65,111.88,34.20,30.45,30.10,30.10,"",Sudeste,2020,23022.00
Regiao Centro-Oeste,85.65,Região Centro-Oeste,54.27,Pernambuco,0.727,Paraíba,14.500,taxa_por_10mil,Poluição de corpos dagua por resíduos sólidos e esgoto não tratado em áreas urbanas.,Piauí,1350.00,Paraíba,76.99,106.67,40.02,79.39,38.66,38.66,"",Sul,2020,9868.00
Regiao Norte,56.45,Região Norte,24.41,Alagoas,0.683,Pernambuco,10.150,taxa_por_10mil,"Desafios significativos na gestão de resíduos líquidos, afetando tanto áreas urbanas quanto rurais.",Ceará,1320.00,Rio Grande do Norte,79.69,120.07,30.15,81.73,29.78,29.78,"",Centro-Oeste,2020,4601.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Sergipe,0.702,Alagoas,14.750,taxa_por_10mil,Poluição hídrica em comunidades rurais devido ao descarte inadequado de resíduos e falta de saneamento.,Alagoas,1110.00,Ceará,70.30,128.87,29.58,87.04,36.57,36.57,"",Brasil,2020,48954.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Bahia,0.714,Sergipe,12.310,taxa_por_10mil,Problemas de poluição de rios e lagos por esgoto doméstico e industrial sem tratamento.,Maranhão,1077.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Norte,2020,19177.00
Regiao Sul,86.89,Região Sul,63.73,Maranhão,0.687,Bahia,15.720,taxa_por_10mil,Poluição hídrica em áreas urbanas e rurais devido ao lançamento de efluentes sem tratamento adequado.,Rio Grande do Norte,1616.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Nordeste,2020,9486.00
Regiao Norte,56.45,Região Norte,24.41,Ceará,0.735,Maranhão,30044.000,casos,Altos índices de poluição hídrica em áreas rurais devido ao saneamento precário e lançamento de resíduos em rios locais.,Sergipe,1473.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Norte,2020,19177.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Piauí,0.713,Piauí,29.640,taxa_por_10mil,Problemas de poluição hídrica em comunidades rurais devido à falta de tratamento de esgoto.,Pernambuco,1453.00,Sergipe,91.62,109.30,34.71,82.47,38.14,38.14,"",Nordeste,2020,9486.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Rio Grande do Norte,0.738,Ceará,17.090,taxa_por_10mil,Poluição de rios urbanos por despejo de efluentes industriais e domésticos sem tratamento adequado.,Paraíba,1401.00,Alagoas,77.21,101.69,19.61,68.99,14.75,14.75,"",Sudeste,2020,23022.00
Regiao Sul,86.89,Região Sul,63.73,Paraíba,0.735,Rio Grande do Norte,10.080,taxa_por_10mil,Problemas de poluição hídrica em áreas urbanas devido ao crescimento desordenado e falta de infraestrutura de saneamento.,Bahia,1366.00,Pernambuco,86.65,111.88,34.20,30.45,30.10,30.10,"",Sul,2020,9868.00
Regiao Centro-Oeste,85.65,Região Centro-Oeste,54.27,Pernambuco,0.727,Paraíba,14.500,taxa_por_10mil,Poluição de corpos dagua por resíduos sólidos e esgoto não tratado em áreas urbanas.,Piauí,1350.00,Paraíba,76.99,106.67,40.02,79.39,38.66,38.66,"",Centro-Oeste,2020,4601.00
Regiao Norte,56.45,Região Norte,24.41,Alagoas,0.683,Pernambuco,10.150,taxa_por_10mil,"Desafios significativos na gestão de resíduos líquidos, afetando tanto áreas urbanas quanto rurais.",Ceará,1320.00,Rio Grande do Norte,79.69,120.07,30.15,81.73,29.78,29.78,"",Brasil,2020,48954.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Sergipe,0.702,Alagoas,14.750,taxa_por_10mil,Poluição hídrica em comunidades rurais devido ao descarte inadequado de resíduos e falta de saneamento.,Alagoas,1110.00,Ceará,70.30,128.87,29.58,87.04,36.57,36.57,"",Norte,2020,19177.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Bahia,0.714,Sergipe,12.310,taxa_por_10mil,Problemas de poluição de rios e lagos por esgoto doméstico e industrial sem tratamento.,Maranhão,1077.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Nordeste,2020,9486.00
Regiao Sul,86.89,Região Sul,63.73,Maranhão,0.687,Bahia,15.720,taxa_por_10mil,Poluição hídrica em áreas urbanas e rurais devido ao lançamento de efluentes sem tratamento adequado.,Rio Grande do Norte,1616.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Sudeste,2020,23022.00
Regiao Norte,56.45,Região Norte,24.41,Ceará,0.735,Maranhão,30044.000,casos,Altos índices de poluição hídrica em áreas rurais devido ao saneamento precário e lançamento de resíduos em rios locais.,Sergipe,1473.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Nordeste,2020,9486.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Piauí,0.713,Piauí,29.640,taxa_por_10mil,Problemas de poluição hídrica em comunidades rurais devido à falta de tratamento de esgoto.,Pernambuco,1453.00,Sergipe,91.62,109.30,34.71,82.47,38.14,38.14,"",Sudeste,2020,23022.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Rio Grande do Norte,0.738,Ceará,17.090,taxa_por_10mil,Poluição de rios urbanos por despejo de efluentes industriais e domésticos sem tratamento adequado.,Paraíba,1401.00,Alagoas,77.21,101.69,19.61,68.99,14.75,14.75,"",Sul,2020,9868.00
Regiao Sul,86.89,Região Sul,63.73,Paraíba,0.735,Rio Grande do Norte,10.080,taxa_por_10mil,Problemas de poluição hídrica em áreas urbanas devido ao crescimento desordenado e falta de infraestrutura de saneamento.,Bahia,1366.00,Pernambuco,86.65,111.88,34.20,30.45,30.10,30.10,"",Centro-Oeste,2020,4601.00
Regiao Centro-Oeste,85.65,Região Centro-Oeste,54.27,Pernambuco,0.727,Paraíba,14.500,taxa_por_10mil,Poluição de corpos dagua por resíduos sólidos e esgoto não tratado em áreas urbanas.,Piauí,1350.00,Paraíba,76.99,106.67,40.02,79.39,38.66,38.66,"",Brasil,2020,48954.00
Regiao Norte,56.45,Região Norte,24.41,Alagoas,0.683,Pernambuco,10.150,taxa_por_10mil,"Desafios significativos na gestão de resíduos líquidos, afetando tanto áreas urbanas quanto rurais.",Ceará,1320.00,Rio Grande do Norte,79.69,120.07,30.15,81.73,29.78,29.78,"",Norte,2020,19177.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Sergipe,0.702,Alagoas,14.750,taxa_por_10mil,Poluição hídrica em comunidades rurais devido ao descarte inadequado de resíduos e falta de saneamento.,Alagoas,1110.00,Ceará,70.30,128.87,29.58,87.04,36.57,36.57,"",Nordeste,2020,9486.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Bahia,0.714,Sergipe,12.310,taxa_por_10mil,Problemas de poluição de rios e lagos por esgoto doméstico e industrial sem tratamento.,Maranhão,1077.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Sudeste,2020,23022.00
Regiao Sul,86.89,Região Sul,63.73,Maranhão,0.687,Bahia,15.720,taxa_por_10mil,Poluição hídrica em áreas urbanas e rurais devido ao lançamento de efluentes sem tratamento adequado.,Rio Grande do Norte,1616.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Sul,2020,9868.00
Regiao Norte,56.45,Região Norte,24.41,Ceará,0.735,Maranhão,30044.000,casos,Altos índices de poluição hídrica em áreas rurais devido ao saneamento precário e lançamento de resíduos em rios locais.,Sergipe,1473.00,Bahia,80.55,121.49,41.66,80.37,48.79,48.79,"",Sudeste,2020,23022.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Piauí,0.713,Piauí,29.640,taxa_por_10mil,Problemas de poluição hídrica em comunidades rurais devido à falta de tratamento de esgoto.,Pernambuco,1453.00,Sergipe,91.62,109.30,34.71,82.47,38.14,38.14,"",Sul,2020,9868.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Rio Grande do Norte,0.738,Ceará,17.090,taxa_por_10mil,Poluição de rios urbanos por despejo de efluentes industriais e domésticos sem tratamento adequado.,Paraíba,1401.00,Alagoas,77.21,101.69,19.61,68.99,14.75,14.75,"",Centro-Oeste,2020,4601.00
Regiao Sul,86.89,Região Sul,63.73,Paraíba,0.735,Rio Grande do Norte,10.080,taxa_por_10mil,Problemas de poluição hídrica em áreas urbanas devido ao crescimento desordenado e falta de infraestrutura de saneamento.,Bahia,1366.00,Pernambuco,86.65,111.88,34.20,30.45,30.10,30.10,"",Brasil,2020,48954.00
Regiao Centro-Oeste,85.65,Região Centro-Oeste,54.27,Pernambuco,0.727,Paraíba,14.500,taxa_por_10mil,Poluição de corpos dagua por resíduos sólidos e esgoto não tratado em áreas urbanas.,Piauí,1350.00,Paraíba,76.99,106.67,40.02,79.39,38.66,38.66,"",Norte,2020,19177.00
Regiao Norte,56.45,Região Norte,24.41,Alagoas,0.683,Pernambuco,10.150,taxa_por_10mil,"Desafios significativos na gestão de resíduos líquidos, afetando tanto áreas urbanas quanto rurais.",Ceará,1320.00,Rio Grande do Norte,79.69,120.07,30.15,81.73,29.78,29.78,"",Nordeste,2020,9486.00
Regiao Nordeste,77.00,Região Nordeste,43.06,Sergipe,0.702,Alagoas,14.750,taxa_por_10mil,Poluição hídrica em comunidades rurais devido ao descarte inadequado de resíduos e falta de saneamento.,Alagoas,1110.00,Ceará,70.30,128.87,29.58,87.04,36.57,36.57,"",Sudeste,2020,23022.00
Regiao Sudeste,91.17,Região Sudeste,86.68,Bahia,0.714,Sergipe,12.310,taxa_por_10mil,Problemas de poluição de rios e lagos por esgoto doméstico e industrial sem tratamento.,Maranhão,1077.00,Piauí,72.84,141.18,19.36,90.27,18.84,18.84,"",Sul,2020,9868.00
